Block,Trial,V3,CueDirection,Condition,Level,V7,V8,V9,V10,V11,V12,V13,long,V15,V16,V17,V18,V19,V20,V21,SubID,BlockID
2,124,1,left,2,450,0,0,0,36,0,0,0,0,2,1,1,1,0,1,0,1,2
3,1,1,right,3,1050,0,0,0,26,0,0,0,1,1,1,0,0,0,0,0,1,3
3,2,1,right,3,150,0,0,0,36,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,3,1,left,3,750,0,0,0,20,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,4,1,right,3,900,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,1,3
3,5,1,left,3,600,0,0,0,13,0,0,0,0,2,1,0,0,0,0,0,1,3
3,6,1,left,3,1050,0,0,0,1,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,7,1,left,3,750,0,0,0,13,0,0,0,0,2,1,0,0,0,0,0,1,3
3,8,1,left,3,450,0,0,0,19,0,0,0,0,2,1,0,0,0,0,0,1,3
3,9,1,left,3,750,0,0,0,8,0,0,0,1,1,1,0,0,0,0,0,1,3
3,10,1,left,3,1050,0,0,0,20,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,11,1,right,3,150,0,0,0,9,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,12,1,right,3,600,0,0,0,33,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,13,1,right,3,750,0,0,0,30,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,14,1,left,3,300,0,0,0,31,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,15,1,left,3,300,0,0,0,1,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,16,1,left,3,150,0,0,0,19,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,17,1,left,3,900,0,0,0,14,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,18,1,left,3,150,0,0,0,8,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,19,1,left,3,300,0,0,0,36,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,20,1,right,3,1050,0,0,0,22,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,21,1,left,3,600,0,0,0,28,0,0,0,0,2,1,0,0,0,0,0,1,3
3,22,1,right,3,600,0,0,0,36,0,0,0,0,2,1,0,0,0,0,0,1,3
3,23,1,right,3,900,0,0,0,37,0,0,0,1,1,1,0,0,0,0,0,1,3
3,24,1,left,3,300,0,0,0,11,0,0,0,0,2,1,0,0,0,0,0,1,3
3,25,1,left,3,900,0,0,0,4,0,0,0,1,1,1,0,0,0,0,0,1,3
3,26,1,left,3,600,0,0,0,19,0,0,0,0,2,1,0,0,0,0,0,1,3
3,27,1,left,3,450,0,0,0,29,0,0,0,0,2,1,0,0,0,0,0,1,3
3,28,1,right,3,750,0,0,0,29,0,0,0,0,2,1,0,0,0,0,0,1,3
3,29,1,left,3,300,0,0,0,28,0,0,0,0,2,1,0,0,0,0,0,1,3
3,30,1,left,3,600,0,0,0,20,0,0,0,0,2,1,0,0,0,0,0,1,3
3,31,1,right,3,450,0,0,0,33,0,0,0,0,2,1,0,0,0,0,0,1,3
3,32,1,right,3,600,0,0,0,24,0,0,0,0,2,1,0,0,0,0,0,1,3
3,33,1,left,3,900,0,0,0,35,0,0,0,1,1,1,0,0,0,0,0,1,3
3,34,1,right,3,1050,0,0,0,27,0,0,0,0,2,1,0,0,0,0,0,1,3
3,35,1,left,3,1050,0,0,0,37,0,0,0,1,1,1,0,0,0,0,0,1,3
3,36,1,right,3,900,0,0,0,15,0,0,0,1,1,1,0,0,0,0,0,1,3
3,37,1,left,3,750,0,0,0,31,0,0,0,1,1,1,0,0,0,0,0,1,3
3,38,1,left,3,600,0,0,0,21,0,0,0,0,2,1,0,0,0,0,0,1,3
3,39,1,right,3,1050,0,0,0,28,0,0,0,0,2,1,0,0,0,0,0,1,3
3,40,1,left,3,450,0,0,0,12,0,0,0,0,2,1,0,0,0,0,0,1,3
3,41,1,right,3,1050,0,0,0,19,0,0,0,0,2,1,0,0,0,0,0,1,3
3,42,1,left,3,1050,0,0,0,18,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,43,1,left,3,750,0,0,0,14,0,0,0,0,2,1,0,0,0,0,0,1,3
3,44,1,left,3,450,0,0,0,15,0,0,0,0,2,1,0,0,0,0,0,1,3
3,45,1,right,3,150,0,0,0,9,0,0,0,0,2,1,0,0,0,0,0,1,3
3,46,1,right,3,600,0,0,0,7,0,0,0,1,1,1,0,0,0,0,0,1,3
3,47,1,right,3,900,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,1,3
3,48,1,right,3,300,0,0,0,26,0,0,0,0,2,1,0,0,0,0,0,1,3
3,49,1,right,3,600,0,0,0,33,0,0,0,0,2,1,0,0,0,0,0,1,3
3,50,1,right,3,750,0,0,0,10,0,0,0,0,2,1,0,0,0,0,0,1,3
3,51,1,left,3,150,0,0,0,12,0,0,0,0,2,1,0,0,0,0,0,1,3
3,52,1,right,3,300,0,0,0,22,0,0,0,0,2,1,0,0,0,0,0,1,3
3,53,1,left,3,150,0,0,0,36,0,0,0,0,2,1,0,0,0,0,0,1,3
3,54,1,left,3,900,0,0,0,28,0,0,0,1,1,1,0,0,0,0,0,1,3
3,55,1,right,3,300,0,0,0,26,0,0,0,0,2,1,0,0,0,0,0,1,3
3,56,1,left,3,600,0,0,0,29,0,0,0,0,2,1,0,0,0,0,0,1,3
3,57,1,right,3,300,0,0,0,30,0,0,0,0,2,1,0,0,0,0,0,1,3
3,58,1,right,3,450,0,0,0,12,0,0,0,0,2,1,0,0,0,0,0,1,3
3,59,1,right,3,600,0,0,0,14,0,0,0,1,1,1,0,0,0,0,0,1,3
3,60,1,right,3,450,0,0,0,28,0,0,0,0,2,1,0,0,0,0,0,1,3
3,61,1,left,3,150,0,0,0,28,0,0,0,0,2,1,0,0,0,0,0,1,3
3,62,1,right,3,150,0,0,0,4,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,63,1,right,3,300,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,1,3
3,64,1,right,3,750,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,1,3
3,65,1,right,3,150,0,0,0,13,0,0,0,0,2,1,0,0,0,0,0,1,3
3,66,1,left,3,750,0,0,0,35,0,0,0,0,2,1,0,0,0,0,0,1,3
3,67,1,right,3,150,0,0,0,16,0,0,0,0,2,1,0,0,0,0,0,1,3
3,68,1,left,3,450,0,0,0,7,0,0,0,0,2,1,0,0,0,0,0,1,3
3,69,1,left,3,150,0,0,0,22,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,70,1,right,3,300,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,1,3
3,71,1,left,3,1050,0,0,0,32,0,0,0,1,1,1,0,0,0,0,0,1,3
3,72,1,right,3,900,0,0,0,14,0,0,0,1,1,1,0,0,0,0,0,1,3
3,73,1,right,3,600,0,0,0,36,0,0,0,1,1,1,0,0,0,0,0,1,3
3,74,1,right,3,1050,0,0,0,31,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,75,1,left,3,150,0,0,0,13,0,0,0,0,2,1,0,0,0,0,0,1,3
3,76,1,right,3,150,0,0,0,6,0,0,0,0,2,1,0,0,0,0,0,1,3
3,77,1,left,3,450,0,0,0,11,0,0,0,0,2,1,0,0,0,0,0,1,3
3,78,1,right,3,750,0,0,0,25,0,0,0,0,2,1,0,0,0,0,0,1,3
3,79,1,right,3,1050,0,0,0,15,0,0,0,1,1,1,0,0,0,0,0,1,3
3,80,1,right,3,450,0,0,0,28,0,0,0,0,2,1,0,0,0,0,0,1,3
3,81,1,right,3,150,0,0,0,32,0,0,0,0,2,1,0,0,0,0,0,1,3
3,82,1,left,3,300,0,0,0,16,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,83,1,left,3,900,0,0,0,9,0,0,0,0,2,1,0,0,0,0,0,1,3
3,84,1,right,3,450,0,0,0,11,0,0,0,0,2,1,0,0,0,0,0,1,3
3,85,1,left,3,750,0,0,0,14,0,0,0,0,2,1,0,0,0,0,0,1,3
3,86,1,right,3,750,0,0,0,21,0,0,0,0,2,1,0,0,0,0,0,1,3
3,87,1,right,3,300,0,0,0,15,0,0,0,0,2,1,0,0,0,0,0,1,3
3,88,1,left,3,750,0,0,0,32,0,0,0,1,1,1,0,0,0,0,0,1,3
3,89,1,right,3,900,0,0,0,14,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,90,1,right,3,300,0,0,0,8,0,0,0,0,2,1,0,0,0,0,0,1,3
3,91,1,left,3,300,0,0,0,12,0,0,0,0,2,1,0,0,0,0,0,1,3
3,92,1,right,3,600,0,0,0,19,0,0,0,0,2,1,0,0,0,0,0,1,3
3,93,1,left,3,600,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,1,3
3,94,1,left,3,900,0,0,0,29,0,0,0,1,1,1,0,0,0,0,0,1,3
3,95,1,right,3,600,0,0,0,24,0,0,0,1,1,1,0,0,0,0,0,1,3
3,96,1,left,3,600,0,0,0,8,0,0,0,0,2,1,0,0,0,0,0,1,3
3,97,1,left,3,300,0,0,0,29,0,0,0,0,2,1,0,0,0,0,0,1,3
3,98,1,left,3,1050,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,1,3
3,99,1,left,3,450,0,0,0,7,0,0,0,0,2,1,0,0,0,0,0,1,3
3,100,1,right,3,450,0,0,0,13,0,0,0,0,2,1,0,0,0,0,0,1,3
3,101,1,left,3,1050,0,0,0,4,0,0,0,1,1,1,0,0,0,0,0,1,3
3,102,1,right,3,750,0,0,0,17,0,0,0,1,1,1,0,0,0,0,0,1,3
3,103,1,right,3,600,0,0,0,19,0,0,0,1,1,1,0,0,0,0,0,1,3
3,104,1,right,3,150,0,0,0,14,0,0,0,0,2,1,0,0,0,0,0,1,3
3,105,1,left,3,900,0,0,0,28,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,106,1,left,3,150,0,0,0,27,0,0,0,0,2,1,0,0,0,0,0,1,3
3,107,1,right,3,450,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,1,3
3,108,1,right,3,1050,0,0,0,30,0,0,0,1,1,1,0,0,0,0,0,1,3
3,109,1,right,3,750,0,0,0,36,0,0,0,0,2,1,0,0,0,0,0,1,3
3,110,1,right,3,900,0,0,0,21,0,0,0,1,1,1,0,0,0,0,0,1,3
3,111,1,right,3,900,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,1,3
3,112,1,right,3,1050,0,0,0,26,0,0,0,1,1,1,0,0,0,0,0,1,3
3,113,1,right,3,900,0,0,0,33,0,0,0,1,1,1,0,0,0,0,0,1,3
3,114,1,right,3,750,0,0,0,26,0,0,0,0,2,1,0,0,0,0,0,1,3
3,115,1,left,3,1050,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,3
3,116,1,left,3,900,0,0,0,6,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,117,1,left,3,450,0,0,0,37,0,0,0,0,2,1,0,0,0,0,0,1,3
3,118,1,left,3,150,0,0,0,37,0,0,0,0,2,1,0,0,0,0,0,1,3
3,119,1,left,3,600,0,0,0,17,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,120,1,left,3,150,0,0,0,26,0,0,0,0,2,1,0,0,0,0,0,1,3
3,121,1,left,3,300,0,0,0,19,0,0,0,0,2,1,0,0,0,0,0,1,3
3,122,1,right,3,300,0,0,0,22,0,0,0,0,2,1,0,0,0,0,0,1,3
3,123,1,left,3,750,0,0,0,16,0,0,0,1,1,1,0,0,0,0,0,1,3
3,124,1,left,3,1050,0,0,0,37,0,0,0,1,1,1,0,0,0,0,0,1,3
3,125,1,right,3,750,0,0,0,33,0,0,0,1,1,1,0,0,0,0,0,1,3
3,126,1,right,3,450,0,0,0,18,0,0,0,0,2,1,0,0,0,0,0,1,3
3,127,1,right,3,1050,0,0,0,27,0,0,0,1,1,1,0,0,0,0,0,1,3
3,128,1,left,3,600,0,0,0,31,0,0,0,0,2,1,0,0,0,0,0,1,3
3,129,1,left,3,750,0,0,0,4,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,130,1,right,3,300,0,0,0,29,0,0,0,0,2,1,0,0,0,0,0,1,3
3,131,1,right,3,450,0,0,0,32,0,0,0,0,2,1,0,0,0,0,0,1,3
3,132,1,left,3,900,0,0,0,29,0,0,0,1,1,1,0,0,0,0,0,1,3
3,133,1,right,3,450,0,0,0,25,0,0,0,0,2,1,0,0,0,0,0,1,3
3,134,1,left,3,450,0,0,0,30,0,0,0,0,2,1,0,0,0,0,0,1,3
3,135,1,left,3,900,0,0,0,33,0,0,0,1,1,1,0,0,0,0,0,1,3
3,136,1,right,3,150,0,0,0,15,0,0,0,0,2,1,0,0,0,0,0,1,3
3,137,1,left,3,1050,0,0,0,22,0,0,0,1,1,1,0,0,0,0,0,1,3
3,138,1,right,3,900,0,0,0,13,0,0,0,1,1,1,0,0,0,0,0,1,3
3,139,1,left,3,300,0,0,0,31,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,140,1,left,3,450,0,0,0,16,0,0,0,0,2,1,0,0,0,0,0,1,3
3,2,1,right,3,150,0,0,0,36,0,0,0,0,2,1,0,0,0,0,0,1,3
3,3,1,left,3,750,0,0,0,20,0,0,0,0,2,1,0,0,0,0,0,1,3
3,6,1,left,3,1050,0,0,0,1,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,10,1,left,3,1050,0,0,0,20,0,0,0,1,1,1,0,0,0,0,0,1,3
3,11,1,right,3,150,0,0,0,9,0,0,0,0,2,1,0,0,0,0,0,1,3
3,12,1,right,3,600,0,0,0,33,0,0,0,0,2,1,0,0,0,0,0,1,3
3,13,1,right,3,750,0,0,0,30,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,14,1,left,3,300,0,0,0,31,0,0,0,0,2,1,0,0,0,0,0,1,3
3,15,1,left,3,300,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,3
3,16,1,left,3,150,0,0,0,19,0,0,0,0,2,1,0,0,0,0,0,1,3
3,17,1,left,3,900,0,0,0,14,0,0,0,1,1,1,0,0,0,0,0,1,3
3,18,1,left,3,150,0,0,0,8,0,0,0,0,2,1,0,0,0,0,0,1,3
3,19,1,left,3,300,0,0,0,36,0,0,0,0,2,1,0,0,0,0,0,1,3
3,20,1,right,3,1050,0,0,0,22,0,0,0,1,1,1,0,0,0,0,0,1,3
3,42,1,left,3,1050,0,0,0,18,0,0,0,1,1,1,0,0,0,0,0,1,3
3,62,1,right,3,150,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,1,3
3,69,1,left,3,150,0,0,0,22,0,0,0,0,2,1,0,0,0,0,0,1,3
3,74,1,right,3,1050,0,0,0,31,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,3
3,82,1,left,3,300,0,0,0,16,0,0,0,1,1,1,0,0,0,0,0,1,3
3,89,1,right,3,900,0,0,0,14,0,0,0,1,1,1,0,0,0,0,0,1,3
3,105,1,left,3,900,0,0,0,28,0,0,0,1,1,1,0,0,0,0,0,1,3
3,116,1,left,3,900,0,0,0,6,0,0,0,1,1,1,0,0,0,0,0,1,3
3,119,1,left,3,600,0,0,0,17,0,0,0,0,2,1,0,0,0,0,0,1,3
3,129,1,left,3,750,0,0,0,4,0,0,0,1,1,1,0,0,0,0,0,1,3
3,139,1,left,3,300,0,0,0,31,0,0,0,0,2,1,0,0,0,0,0,1,3
3,6,1,left,3,1050,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,3
3,13,1,right,3,750,0,0,0,30,0,0,0,1,1,1,0,0,0,0,0,1,3
3,74,1,right,3,1050,0,0,0,31,0,0,0,0,2,1,0,0,0,0,0,1,3
4,1,1,left,4,300,0,0,0,21,0,0,0,0,2,1,0,0,0,0,0,1,4
4,2,1,right,4,450,0,0,0,20,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,4
4,3,1,right,4,1050,0,0,0,15,0,0,0,1,1,1,0,0,0,0,0,1,4
4,4,1,right,4,750,0,0,0,34,0,0,0,1,1,1,0,0,0,0,0,1,4
4,5,1,right,4,450,0,0,0,9,0,0,0,0,2,1,0,0,0,0,0,1,4
4,6,1,left,4,600,0,0,0,6,0,0,0,0,2,1,0,0,0,0,0,1,4
4,7,1,left,4,750,0,0,0,26,0,0,0,0,2,1,0,0,0,0,0,1,4
4,8,1,left,4,900,0,0,0,12,0,0,0,0,2,1,0,0,0,0,0,1,4
4,9,1,right,4,300,0,0,0,6,0,0,0,0,2,1,0,0,0,0,0,1,4
4,10,1,left,4,150,0,0,0,26,0,0,0,0,2,1,0,0,0,0,0,1,4
4,11,1,left,4,900,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,1,4
4,12,1,left,4,450,0,0,0,9,0,0,0,0,2,1,0,0,0,0,0,1,4
4,13,1,right,4,1050,0,0,0,10,0,0,0,1,1,1,0,0,0,0,0,1,4
4,14,1,left,4,900,0,0,0,15,0,0,0,1,1,1,0,0,0,0,0,1,4
4,15,1,right,4,750,0,0,0,35,0,0,0,1,1,1,0,0,0,0,0,1,4
4,16,1,right,4,150,0,0,0,19,0,0,0,0,2,1,0,0,0,0,0,1,4
4,17,1,right,4,900,0,0,0,33,0,0,0,1,1,1,0,0,0,0,0,1,4
4,18,1,right,4,150,0,0,0,7,0,0,0,0,2,1,0,0,0,0,0,1,4
4,19,1,right,4,150,0,0,0,31,0,0,0,0,2,1,0,0,0,0,0,1,4
4,20,1,right,4,1050,0,0,0,16,0,0,0,1,1,1,0,0,0,0,0,1,4
4,21,1,left,4,900,0,0,0,35,0,0,0,1,1,1,0,0,0,0,0,1,4
4,22,1,left,4,300,0,0,0,34,0,0,0,0,2,1,0,0,0,0,0,1,4
4,23,1,left,4,450,0,0,0,20,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,4
4,24,1,right,4,600,0,0,0,10,0,0,0,1,1,1,0,0,0,0,0,1,4
4,25,1,right,4,150,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,1,4
4,26,1,left,4,600,0,0,0,29,0,0,0,1,1,1,0,0,0,0,0,1,4
4,27,1,left,4,900,0,0,0,14,0,0,0,1,1,1,0,0,0,0,0,1,4
4,28,1,right,4,600,0,0,0,33,0,0,0,1,1,1,0,0,0,0,0,1,4
4,29,1,left,4,1050,0,0,0,36,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,4
4,30,1,left,4,900,0,0,0,15,0,0,0,0,2,1,0,0,0,0,0,1,4
4,31,1,right,4,600,0,0,0,29,0,0,0,0,2,1,0,0,0,0,0,1,4
4,32,1,left,4,450,0,0,0,7,0,0,0,0,2,1,0,0,0,0,0,1,4
4,33,1,left,4,750,0,0,0,20,0,0,0,1,1,1,0,0,0,0,0,1,4
4,34,1,right,4,150,0,0,0,19,0,0,0,0,2,1,0,0,0,0,0,1,4
4,35,1,right,4,150,0,0,0,11,0,0,0,0,2,1,0,0,0,0,0,1,4
4,36,1,left,4,300,0,0,0,9,0,0,0,0,2,1,0,0,0,0,0,1,4
4,37,1,right,4,750,0,0,0,10,0,0,0,1,1,1,0,0,0,0,0,1,4
4,38,1,right,4,750,0,0,0,17,0,0,0,1,1,1,0,0,0,0,0,1,4
4,39,1,left,4,300,0,0,0,33,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,4
4,40,1,right,4,1050,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,1,4
4,41,1,left,4,900,0,0,0,31,0,0,0,1,1,1,0,0,0,0,0,1,4
4,42,1,left,4,150,0,0,0,20,0,0,0,0,2,1,0,0,0,0,0,1,4
4,43,1,left,4,900,0,0,0,28,0,0,0,1,1,1,0,0,0,0,0,1,4
4,44,1,left,4,450,0,0,0,37,0,0,0,0,2,1,0,0,0,0,0,1,4
4,45,1,left,4,150,0,0,0,7,0,0,0,0,2,1,0,0,0,0,0,1,4
4,46,1,right,4,750,0,0,0,26,0,0,0,1,1,1,0,0,0,0,0,1,4
4,47,1,left,4,600,0,0,0,5,0,0,0,1,1,1,0,0,0,0,0,1,4
4,48,1,left,4,450,0,0,0,11,0,0,0,0,2,1,0,0,0,0,0,1,4
4,49,1,right,4,600,0,0,0,16,0,0,0,1,1,1,0,0,0,0,0,1,4
4,50,1,right,4,750,0,0,0,12,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,4
4,51,1,right,4,900,0,0,0,18,0,0,0,0,2,1,0,0,0,0,0,1,4
4,52,1,right,4,150,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,1,4
4,53,1,right,4,900,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,1,4
4,54,1,right,4,300,0,0,0,23,0,0,0,0,2,1,0,0,0,0,0,1,4
4,55,1,right,4,900,0,0,0,23,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,4
4,56,1,left,4,600,0,0,0,24,0,0,0,0,2,1,0,0,0,0,0,1,4
4,57,1,left,4,900,0,0,0,30,0,0,0,1,1,1,0,0,0,0,0,1,4
4,58,1,left,4,750,0,0,0,34,0,0,0,1,1,1,0,0,0,0,0,1,4
4,59,1,right,4,600,0,0,0,4,0,0,0,1,1,1,0,0,0,0,0,1,4
4,60,1,right,4,600,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,1,4
4,61,1,right,4,1050,0,0,0,29,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,4
4,62,1,left,4,450,0,0,0,10,0,0,0,0,2,1,0,0,0,0,0,1,4
4,63,1,right,4,1050,0,0,0,24,0,0,0,0,2,1,0,0,0,0,0,1,4
4,64,1,right,4,1050,0,0,0,33,0,0,0,0,2,1,0,0,0,0,0,1,4
4,65,1,left,4,150,0,0,0,34,0,0,0,0,2,1,0,0,0,0,0,1,4
4,66,1,left,4,600,0,0,0,16,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,4
4,67,1,right,4,450,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,4
4,68,1,right,4,900,0,0,0,29,0,0,0,1,1,1,0,0,0,0,0,1,4
4,69,1,right,4,150,0,0,0,28,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,4
4,70,1,left,4,600,0,0,0,24,0,0,0,0,2,1,0,0,0,0,0,1,4
4,71,1,left,4,750,0,0,0,9,0,0,0,1,1,1,0,0,0,0,0,1,4
4,72,1,right,4,900,0,0,0,7,0,0,0,0,2,1,0,0,0,0,0,1,4
4,73,1,right,4,450,0,0,0,14,0,0,0,0,2,1,0,0,0,0,0,1,4
4,74,1,left,4,150,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,4
4,75,1,right,4,900,0,0,0,5,0,0,0,1,1,1,0,0,0,0,0,1,4
4,76,1,right,4,300,0,0,0,21,0,0,0,0,2,1,0,0,0,0,0,1,4
4,77,1,left,4,150,0,0,0,36,0,0,0,0,2,1,0,0,0,0,0,1,4
4,78,1,right,4,750,0,0,0,7,0,0,0,1,1,1,0,0,0,0,0,1,4
4,79,1,right,4,1050,0,0,0,28,0,0,0,1,1,1,0,0,0,0,0,1,4
4,80,1,left,4,600,0,0,0,16,0,0,0,1,1,1,0,0,0,0,0,1,4
4,81,1,right,4,300,0,0,0,34,0,0,0,0,2,1,0,0,0,0,0,1,4
4,82,1,left,4,1050,0,0,0,5,0,0,0,1,1,1,0,0,0,0,0,1,4
4,83,1,left,4,450,0,0,0,20,0,0,0,0,2,1,0,0,0,0,0,1,4
4,84,1,left,4,450,0,0,0,23,0,0,0,0,2,1,0,0,0,0,0,1,4
4,85,1,left,4,300,0,0,0,6,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,4
4,86,1,left,4,300,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,1,4
4,87,1,right,4,300,0,0,0,8,0,0,0,0,2,1,0,0,0,0,0,1,4
4,88,1,right,4,300,0,0,0,22,0,0,0,0,2,1,0,0,0,0,0,1,4
4,89,1,left,4,1050,0,0,0,23,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,4
4,90,1,right,4,450,0,0,0,23,0,0,0,0,2,1,0,0,0,0,0,1,4
4,91,1,right,4,300,0,0,0,10,0,0,0,0,2,1,0,0,0,0,0,1,4
4,92,1,right,4,1050,0,0,0,26,0,0,0,1,1,1,0,0,0,0,0,1,4
4,93,1,left,4,300,0,0,0,23,0,0,0,0,2,1,0,0,0,0,0,1,4
4,94,1,right,4,150,0,0,0,37,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,4
4,95,1,left,4,1050,0,0,0,6,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,4
4,96,1,left,4,150,0,0,0,32,0,0,0,0,2,1,0,0,0,0,0,1,4
4,97,1,left,4,300,0,0,0,33,0,0,0,0,2,1,0,0,0,0,0,1,4
4,98,1,right,4,150,0,0,0,6,0,0,0,0,2,1,0,0,0,0,0,1,4
4,99,1,right,4,300,0,0,0,20,0,0,0,0,2,1,0,0,0,0,0,1,4
4,100,1,right,4,750,0,0,0,28,0,0,0,0,2,1,0,0,0,0,0,1,4
4,101,1,right,4,750,0,0,0,36,0,0,0,1,1,1,0,0,0,0,0,1,4
4,102,1,right,4,450,0,0,0,31,0,0,0,0,2,1,0,0,0,0,0,1,4
4,103,1,right,4,900,0,0,0,26,0,0,0,1,1,1,0,0,0,0,0,1,4
4,104,1,left,4,1050,0,0,0,11,0,0,0,1,1,1,0,0,0,0,0,1,4
4,105,1,left,4,300,0,0,0,19,0,0,0,0,2,1,0,0,0,0,0,1,4
4,106,1,right,4,600,0,0,0,27,0,0,0,0,2,1,0,0,0,0,0,1,4
4,107,1,left,4,1050,0,0,0,30,0,0,0,1,1,1,0,0,0,0,0,1,4
4,108,1,right,4,1050,0,0,0,15,0,0,0,1,1,1,0,0,0,0,0,1,4
4,109,1,left,4,600,0,0,0,15,0,0,0,0,2,1,0,0,0,0,0,1,4
4,110,1,left,4,1050,0,0,0,32,0,0,0,1,1,1,0,0,0,0,0,1,4
4,111,1,right,4,450,0,0,0,29,0,0,0,0,2,1,0,0,0,0,0,1,4
4,112,1,right,4,900,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,4
4,113,1,left,4,600,0,0,0,22,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,1,4
4,114,1,left,4,450,0,0,0,24,0,0,0,0,2,1,0,0,0,0,0,1,4
4,115,1,right,4,450,0,0,0,33,0,0,0,1,1,1,0,0,0,0,0,1,4
4,116,1,right,4,300,0,0,0,35,0,0,0,0,2,1,0,0,0,0,0,1,4
4,117,1,right,4,900,0,0,0,16,0,0,0,1,1,1,0,0,0,0,0,1,4
4,118,1,right,4,600,0,0,0,4,0,0,0,1,1,1,0,0,0,0,0,1,4
4,119,1,left,4,150,0,0,0,8,0,0,0,0,2,1,0,0,0,0,0,1,4
4,120,1,left,4,900,0,0,0,6,0,0,0,1,1,1,0,0,0,0,0,1,4
4,121,1,left,4,1050,0,0,0,18,0,0,0,1,1,1,0,0,0,0,0,1,4
4,122,1,left,4,150,0,0,0,14,0,0,0,0,2,1,0,0,0,0,0,1,4
4,123,1,right,4,450,0,0,0,34,0,0,0,0,2,1,0,0,0,0,0,1,4
4,124,1,left,4,750,0,0,0,28,0,0,0,1,1,1,0,0,0,0,0,1,4
4,125,1,left,4,150,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,1,4
4,126,1,right,4,600,0,0,0,10,0,0,0,1,1,1,0,0,0,0,0,1,4
